1号宝贝-OUYOU0011 =+= 婴儿辅食: 0.7180880109412049, 全自动: 0.670090134581026, 小容量: 0.7237606136206424, 手持: 0.8361743585551699, 智能: 0.6029087853910935
aca/北美电器-55522 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
aca/北美电器-AF-B200 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
aca/北美电器-AF-OR01 =+= 婴儿辅食: 0.3637368964843478, 全自动: 0.39144510872633437, 小容量: 0.35308783107638714, 手持: 0.16907719739660923, 智能: 0.43114410781011897
aca/北美电器-AHM-S300 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
ailhfm-小怪兽料理机 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
amoi/夏新-TL-GB660 =+= 婴儿辅食: 0.6645281941900232, 全自动: 0.6303835958832283, 小容量: 0.6684555901262741, 手持: 0.8053971452720006, 智能: 0.5638330394571001
amoi/夏新-TL-GB990 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
amoi/夏新-TL-X11 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
ashton/阿诗顿-BL-175 =+= 婴儿辅食: 0.586708157198293, 全自动: 0.5646927569130237, 小容量: 0.5825543901427267, 手持: 0.7416338672336948, 智能: 0.49934185850801105
ashton/阿诗顿-EF-410D =+= 婴儿辅食: 0.6027854960904564, 全自动: 0.5772746879908067, 小容量: 0.5990190369847379, 手持: 0.7220782020420025, 智能: 0.5184986155662453
aunt mary/玛莉阿姨-HL-1888 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
aunt mary/玛莉阿姨-HL-1898 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
aux/奥克斯-HX-390 =+= 婴儿辅食: 0.3752894435334957, 全自动: 0.45324023910124267, 小容量: 0.3539424083536487, 手持: 0.05134388311617888, 智能: 0.5353304609230028
aux/奥克斯-HX-401G =+= 婴儿辅食: 0.586708157198293, 全自动: 0.5646927569130237, 小容量: 0.5825543901427267, 手持: 0.7416338672336948, 智能: 0.49934185850801105
aux/奥克斯-HX-FS01 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
bamix-G200 350 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
bamix-G200 G350 =+= 婴儿辅食: 0.1393558296204888, 全自动: 0.1158851638321515, 小容量: 0.1421995830455455, 手持: 0.13266749932404762, 智能: 0.1207094421227021
bamix-M200 =+= 婴儿辅食: 0.5853743612432222, 全自动: 0.5569157399501752, 小容量: 0.5809664084728692, 手持: 0.7476265928032652, 智能: 0.5375844541760457
bamix-OTHER =+= 婴儿辅食: 0.15189714194311302, 全自动: 0.13594523369066777, 小容量: 0.1542679163741517, 手持: 0.14387777955026862, 智能: 0.12723892406533627
bamix-UNOLD ESGE =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
barsone/朋森-BS-05L01 =+= 婴儿辅食: 0.3752894435334957, 全自动: 0.45324023910124267, 小容量: 0.3539424083536487, 手持: 0.05134388311617888, 智能: 0.5353304609230028
bear/小熊-JBQ-A05D2 =+= 婴儿辅食: 0.8305984246308037, 全自动: 0.8082322245726847, 小容量: 0.8282600033481706, 手持: 0.840541767728801, 智能: 0.7992411673817792
bear/小熊-JBQ-D05A1 =+= 婴儿辅食: 0.49771830304680115, 全自动: 0.5004360776439075, 小容量: 0.487420969820458, 手持: 0.6104720739796445, 智能: 0.4707840190417442
bear/小熊-JBQ-D05D2 =+= 婴儿辅食: 0.7481528823937424, 全自动: 0.7323255241157621, 小容量: 0.7500619889033847, 手持: 0.7882694839350414, 智能: 0.7019383287456632
bear/小熊-JBQ-D131 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
bear/小熊-JBQ-D1355 =+= 婴儿辅食: 0.8008470039923525, 全自动: 0.7777246316485439, 小容量: 0.7991944656495439, 手持: 0.7702270909095774, 智能: 0.7463966166514489
bear/小熊-LB-P919 =+= 婴儿辅食: 0.6026095411654379, 全自动: 0.6201310021555635, 小容量: 0.5885194422395935, 手持: 0.4371224016189774, 智能: 0.6860319960640235
bear/小熊-LB-P928 =+= 婴儿辅食: 0.07804991483242962, 全自动: 0.05779314282501819, 小容量: 0.07877510623360937, 手持: 0.1196740409343356, 智能: 0.06361946203266813
bear/小熊-LLJ-A05H1 =+= 婴儿辅食: 0.05264241063139532, 全自动: 0.05386871694236081, 小容量: 0.05222101106857112, 手持: 0.003803250601198435, 智能: 0.06298005422623562
