1号宝贝-OUYOU0011 =+= 婴儿辅食: 20.222010185758624, 全自动: 18.870346420507722, 小容量: 20.381755826147458, 手持: 23.54742891976413, 智能: 16.978458647822077
aca/北美电器-55522 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
aca/北美电器-AF-B200 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
aca/北美电器-AF-OR01 =+= 婴儿辅食: 21.289949221880022, 全自动: 22.911743539043425, 小容量: 20.666646873431795, 手持: 9.896287624223719, 智能: 25.235372741421042
aca/北美电器-AHM-S300 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
ailhfm-小怪兽料理机 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
amoi/夏新-TL-GB660 =+= 婴儿辅食: 19.940247246872584, 全自动: 18.915683145100335, 小容量: 20.058095137586474, 手持: 24.167248807590415, 智能: 16.91872566285019
amoi/夏新-TL-GB990 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
amoi/夏新-TL-X11 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
ashton/阿诗顿-BL-175 =+= 婴儿辅食: 19.72173980783451, 全自动: 18.981709196593727, 小容量: 19.58211414882983, 手持: 24.929447431080597, 智能: 16.78498941566133
ashton/阿诗顿-EF-410D =+= 婴儿辅食: 19.962058206970607, 全自动: 19.117233241049988, 小容量: 19.837326811822297, 手持: 23.912597752657415, 智能: 17.170783987499686
aunt mary/玛莉阿姨-HL-1888 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
aunt mary/玛莉阿姨-HL-1898 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
aux/奥克斯-HX-390 =+= 婴儿辅食: 21.213023190341367, 全自动: 25.619147749868418, 小容量: 20.0063941201189, 手持: 2.902183906295964, 智能: 30.259251033375353
aux/奥克斯-HX-401G =+= 婴儿辅食: 19.72173980783451, 全自动: 18.981709196593727, 小容量: 19.58211414882983, 手持: 24.929447431080597, 智能: 16.78498941566133
aux/奥克斯-HX-FS01 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
bamix-G200 350 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
bamix-G200 G350 =+= 婴儿辅食: 21.41242756656705, 全自动: 17.806091667304557, 小容量: 21.849378531568163, 手持: 20.38474621011544, 智能: 18.5473560244448
bamix-M200 =+= 婴儿辅食: 19.457559379364255, 全自动: 18.51160863343771, 小容量: 19.311041170762806, 手持: 24.850744730545284, 智能: 17.869046085889956
bamix-OTHER =+= 婴儿辅食: 21.297166662952407, 全自动: 19.0605844317233, 小容量: 21.629567770255704, 手持: 20.172789369040043, 智能: 17.839891766028554
bamix-UNOLD ESGE =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
barsone/朋森-BS-05L01 =+= 婴儿辅食: 21.213023190341367, 全自动: 25.619147749868418, 小容量: 20.0063941201189, 手持: 2.902183906295964, 智能: 30.259251033375353
bear/小熊-JBQ-A05D2 =+= 婴儿辅食: 20.224591940839513, 全自动: 19.67998788666772, 小容量: 20.167652733125447, 手持: 20.466706602655954, 智能: 19.46106083671137
bear/小熊-JBQ-D05A1 =+= 婴儿辅食: 19.390377358079476, 全自动: 19.49625788264427, 小容量: 18.989208311616043, 手持: 23.783099413006, 智能: 18.34105703465422
bear/小熊-JBQ-D05D2 =+= 婴儿辅食: 20.10759235914743, 全自动: 19.68221129617865, 小容量: 20.158902106619443, 手持: 21.185778769451545, 智能: 18.86551546860293
bear/小熊-JBQ-D131 =+= 婴儿辅食: 0, 全自动: 0, 小容量: 0, 手持: 0, 智能: 0
bear/小熊-JBQ-D1355 =+= 婴儿辅食: 20.564120267881925, 全自动: 19.970384831042644, 小容量: 20.521686448364097, 手持: 19.777863252388, 智能: 19.16594520032334
bear/小熊-LB-P919 =+= 婴儿辅食: 20.53593877560452, 全自动: 21.133041253365622, 小容量: 20.055771454782242, 手持: 14.896410136042137, 智能: 23.378838380205476
bear/小熊-LB-P928 =+= 婴儿辅食: 19.614884742816756, 全自动: 14.524113676122392, 小容量: 19.797134086472823, 手持: 30.075529546366514, 智能: 15.988337948221519
bear/小熊-LLJ-A05H1 =+= 婴儿辅食: 23.34315105938808, 全自动: 23.88693036429849, 小容量: 23.15629043630144, 手持: 1.6864701337885986, 智能: 27.927158006223383
bear/小熊-LLJ-A12A1 =+= 婴儿辅食: 20.490648314118946, 全自动: 20.5479114892376, 小容量: 20.448915074476343, 手持: 19.313387691788932, 智能: 19.199137430378183
