1号宝贝-OUYOU0011 =+= 婴儿辅食: 0.33652851225034425, 全自动: 0.268969855537011, 小容量: 0.34526782304393944, 手持: 0.565366386841437, 智能: 0.0816065336252854
aca/北美电器-55522 =+= 婴儿辅食: 0.9912517728048887, 全自动: 0.9794753800956575, 小容量: 0.9879872050793183, 手持: 0.9189940739691518, 智能: 0.8726029301428401
aca/北美电器-AF-B200 =+= 婴儿辅食: 0.9912517728048887, 全自动: 0.9794753800956575, 小容量: 0.9879872050793183, 手持: 0.9189940739691518, 智能: 0.8726029301428401
aca/北美电器-AF-OR01 =+= 婴儿辅食: 0.8897124564905756, 全自动: 0.8648447560781403, 小容量: 0.8904967726716272, 手持: 0.9086770124420545, 智能: 0.71649606334804
aca/北美电器-AHM-S300 =+= 婴儿辅食: 0.9912517728048887, 全自动: 0.9794753800956575, 小容量: 0.9879872050793183, 手持: 0.9189940739691518, 智能: 0.8726029301428401
ailhfm-小怪兽料理机 =+= 婴儿辅食: 0.9912517728048887, 全自动: 0.9794753800956575, 小容量: 0.9879872050793183, 手持: 0.9189940739691518, 智能: 0.8726029301428401
amoi/夏新-TL-GB660 =+= 婴儿辅食: 0.15498812995151445, 全自动: 0.200788544234299, 小容量: 0.14749037325641812, 手持: 0.17049445151042553, 智能: 0.36580577454464436
amoi/夏新-TL-GB990 =+= 婴儿辅食: 0.9912517728048887, 全自动: 0.9794753800956575, 小容量: 0.9879872050793183, 手持: 0.9189940739691518, 智能: 0.8726029301428401
amoi/夏新-TL-X11 =+= 婴儿辅食: 0.9912517728048887, 全自动: 0.9794753800956575, 小容量: 0.9879872050793183, 手持: 0.9189940739691518, 智能: 0.8726029301428401
ashton/阿诗顿-BL-175 =+= 婴儿辅食: 0.9233870820769737, 全自动: 0.922899033037083, 小容量: 0.923201019529558, 手持: 0.7335939516556861, 智能: 0.8867788082515657
ashton/阿诗顿-EF-410D =+= 婴儿辅食: 0.963237921804087, 全自动: 0.9601819602357466, 小容量: 0.961626198609068, 手持: 0.826199757986327, 智能: 0.8919226031338537
aunt mary/玛莉阿姨-HL-1888 =+= 婴儿辅食: 0.9912517728048887, 全自动: 0.9794753800956575, 小容量: 0.9879872050793183, 手持: 0.9189940739691518, 智能: 0.8726029301428401
aunt mary/玛莉阿姨-HL-1898 =+= 婴儿辅食: 0.9912517728048887, 全自动: 0.9794753800956575, 小容量: 0.9879872050793183, 手持: 0.9189940739691518, 智能: 0.8726029301428401
aux/奥克斯-HX-390 =+= 婴儿辅食: 0.9480087178914008, 全自动: 0.9154172765243381, 小容量: 0.9497806582276347, 手持: 0.9631241096643408, 智能: 0.7595657747432201
aux/奥克斯-HX-401G =+= 婴儿辅食: 0.986506541817376, 全自动: 0.9795223791504315, 小容量: 0.9845475042840114, 手持: 0.8592566224314815, 智能: 0.9018219165486095
aux/奥克斯-HX-FS01 =+= 婴儿辅食: 0.9912517728048887, 全自动: 0.9794753800956575, 小容量: 0.9879872050793183, 手持: 0.9189940739691518, 智能: 0.8726029301428401
bamix-G200 350 =+= 婴儿辅食: 0.9912517728048887, 全自动: 0.9794753800956575, 小容量: 0.9879872050793183, 手持: 0.9189940739691518, 智能: 0.8726029301428401
bamix-G200 G350 =+= 婴儿辅食: 0.8717206684011352, 全自动: 0.8729341164084923, 小容量: 0.8669859785314419, 手持: 0.8075803314868796, 智能: 0.7752863206477858
bamix-M200 =+= 婴儿辅食: 0.9684722200387921, 全自动: 0.9666903954398559, 小容量: 0.9672405436522971, 手持: 0.8124097665548072, 智能: 0.877428083928739
bamix-OTHER =+= 婴儿辅食: 0.9409317229225515, 全自动: 0.9347821126704987, 小容量: 0.9368185360082169, 手持: 0.872197430801984, 智能: 0.8362797549091859
